Adresa,lat,lon
"Belgická 196, 12000 Praha",50.0739968,14.4358202
"Vlkovská 334, 59501 VELKÁ BÍTEŠ",49.297225,16.2194238
"Popovická 1198, 675 51 Jaroměřice nad Rokytnou",49.0979825,15.8589927
"Otakarova 1364/45, 37001 České Budějovice",48.9809259,14.4797729
"Jeremenkova 1160/90a, 14000 PRAHA 4",50.0432996,14.4301266
"Chotěšovská 680/1, 19000 PRAHA 9",50.1280481,14.5020202
"Pribylinská 10, 831 04 Bratislava - mestská časť Rača",,
"MOCOVICE 140, 28601 CASLAV",49.8887541,15.3852095
"Tiskařská 599/12, 10800 Praha 108",50.0839269,14.5079189
"Zaječice 2, 53835 ZAJEČICE",49.8985068,15.8894161
"7, 56802 Kukle",49.7571272,16.4706484
"Mánesova 2266/1, 68001 Boskovice",49.4849563,16.6437663
"Partizánská 297/17, 97271 Nováky",48.7212833,18.5381621
"Milana Rastislava Štefánika 22, 97271 Nováky",49.5175669,18.8509552
"Na Morákově 160, 26601 Beroun",49.9595375,14.0441124
"9.Května, 53372 Moravany",50.0009646,15.9477361
"Topolná, 68711 Topolná",49.1271615,17.5349227
"Průběžná 1940/3, 50009 HRADEC KRÁLOVÉ 9",50.2032127,15.8718769
"Vrchlického 2601, 58601 Jihlava",49.3976804,15.5753185
"Koželská 1262, 58401 LEDEČ NAD SÁZAVOU",49.6857128,15.2760674
"Mlýnská 942, 38301 Prachatice",49.0159951,14.0066488
"Květná 469/11, 37004 České Budějovice",48.9971074,14.4838873
"Olomoucká 761, 78983 Loštice",49.7411792,16.944592
"32, 53851 Chrast",49.7926917,13.4924157
"Chlístov 43, 58001 HAVLÍČKŮV BROD",49.6204263,15.5266788
"219, 28127 Krakovany",50.0664932,15.3743312
"Nepomucká 915/208, 32600 Plzeň",49.6931277,13.4272935
"Kamenná Lhota 76, 58292 Kamenná Lhota",49.64155,15.2742896
"Koželská 679, 58401 Ledeč nad Sázavou",49.6907817,15.2764285
"Svatoborská 1410/87, 69701 Kyjov",49.014535,17.1178146
"Bratislavská 2284/26, 690 02 Břeclav",48.7501599,16.8927642
"Bratislavská 9, 693 41 Hustopeče",48.9340256,16.7429446
"Partyzánská 108, 43603 Litvínov",50.5989785,13.597902
"14, 50303 Habřina",50.2998649,15.8579791
"Záskalská 558, 26762 Komárov",49.7996326,13.8675412
"Počaply 442, 26701 Králův Dvůr - Počaply",49.9348706,14.0260455
"Nám. T.G. Masaryka 20, 53303 Dašice v",50.0295176,15.9130071
"Kaplířovo náměstí 18, 25901 VOTICE",49.6453636,14.6366946
"Kubelíkova 1224/42, 13000 Praha",50.0822372,14.4519445
"Na Pruhone, 28002 Nová Ves",50.0549851,15.150785
"27, 28401 Habrkovice",49.9394844,15.2647023
"Horova 1185/23, 50002 Hradec Králové",50.2088554,15.8138588
"Průmyslová 229, 551 01 Jaroměř",50.3432963,15.9186188
"Renneská třída 787/1a, 63900 Brno - Štýřice",49.1829468,16.6017502
"Masná 7, 60200 Brno - Jih",49.1988506,16.6021948
"Palackého třída 483/155, 61200 Brno",49.2340245,16.5876278
"HABRKOVICE, 28401 KUTNA HORA",49.9993868,15.3773938
"Na Vlaštovce 797, 53973 SKUTEČ",49.841382,16.0049405
"Malinné 30, 53973 Prosetín",49.8246576,15.9678088
"Ječná 479, 54101 Trutnov",50.5736,15.9406638
"Šraňky 212, 67963 Velké Opatovice",49.6099113,16.6742637
"Kluky 84, 28545 Kluky",49.9041537,15.3232895
"Mírová 1173, 58001 Havlíčkův Brod",49.5980444,15.5988792
"Vesecká 995, 46006 Liberec",50.7463222,15.0642015
"Chcebuz 28, 411 73 Štětí",50.4825207,14.4297508
"51, 67973 Rozseč nad Kunštátem",49.5235549,16.4614292
"Semanín 175, 56002 Česká Třebová 2",49.9033085,16.4414052
28571 Vrdy,49.9215328,15.4724303
"30, 28531 NOVÉ DVORY",49.9683561,15.3279602
"Ostrovec 233, 66601 Tišnov",49.343864,16.4208619
"V zářezu 902, 15800 Praha",50.0542551,14.3697116
58282 FRYDNAVA,49.781007,15.4858002
"Libice nad Cidlinou 302, 28907 LIBICE NAD CIDLINOU",50.1220844,15.1718626
"27, 39143 Mladá Vožice",49.5271764,14.8042957
"Voráčického Předměstí 757, 39143 Mladá Vožice",49.5352556,14.8070267
"Na Záhumní 411/11, 971 01 Prievidza 1",,
"Vápenická 2, 971 01 Prievidza",48.7659178,18.6296306
"Na Rovinkách 211, 51301 SEMILY - Podmoklice",50.6069913,15.3215663
"Na Závisti 1439, 50801 HOŘICE V PODKRKONOŠÍ",50.3607829,15.6270796
"Pražská 15, 46601 JABLONEC NAD NISOU",50.720655,15.1681438
"Čsl.Legií 569, 51401 JILEMNICE",50.6010079,15.5182893
"Děčínská 1762/32, 47001 Česká Lípa",50.6891138,14.52068
"K Vydralinám 705/2, 72525 Ostrava",49.7851083,18.1579656
"120, 56152 Verměřovice",50.0052506,16.5623925
"Brněnská 62, 67971 Lysice",49.4512163,16.53822
"Bancíkovej 1/A, 821 03 Bratislava",48.1531514,17.1738881
"Zabranie 38, 920 01 Hlohovec",48.4338565,17.8018673
"Pražská 98, 25210 Mníšek pod Brdy",49.867205,14.2653688
"Valtická 1511, 32300 Plzeň",49.7611955,13.3461207
"Chebská 659/21, 32200 Plzeň",49.7496298,13.3209308
"Pod Sukovem 512, 28401 Kutná Hora",49.9582259,15.2691404
"Petříkovická 32, 54101 Trutnov",50.5769438,15.9621313
"Petříkovická 32, 54103 Trutnov",50.5769438,15.9621313
"Hodějovická 171, 37008 Staré Hodějovice",48.9453507,14.5193208
"Záhradná 130/15, 033 01 Liptovský Peter",49.0526019,19.7376681
"Línská 1054, 31800 Plzeň",49.7368767,13.3317141
"1, 28401 Vidice",49.9115528,15.1996932
"Vysokomýtská 1122, 56501 Chocen",49.990715,16.22474
"Bílý Kostel nad Nisou 500, 46331 Chrastava",50.8266088,14.9988132
"Kladská 286, 54701 NÁCHOD",50.4187588,16.17213
"Barvířské nám. 4, 55001 BROUMOV",50.5861838,16.3365788
"Kladská 286, 55555 Náchod",50.4187588,16.17213
55555 Náchod,50.4167025,16.1622871
"Plzeňská 3217/16, 15000 Praha",50.0721249,14.3999241
"Semtín 102, 53354 Pardubice",50.05492,15.7373987
"Moravská 537, 562 01 Ústí nad Orlicí",49.9558451,16.4171642
"Trstěnická 932, 570 01 Litomyšl",49.8610788,16.3262763
"F.V. Veselého, 193 00 Praha 9 - Horní Počernice",50.1179456,14.602846
"Olomoucká 226, 56943 Jevíčko",49.6317813,16.7172175
"K Hájům 946, 15000 Praha 5",50.0581852,14.3237567
"Obrataňská ulice, 146 00 Praha 4 - Libuš",,
"Teplárenská 608/11, 108 00 Praha 10",50.0835753,14.5331457
"Černoleská, 256 01 Benešov",49.778042,14.6943711
"Na Ratince, 266 01 Beroun",49.9556341,14.0771733
"Chrudimská, 286 01 Čáslav",49.9104242,15.395772
"Čsl. Armády, 250 67 Klecany",50.1770778,14.4146829
"Veltrubská 1527, 280 02 Kolín",50.0453678,15.2003005
"Nůšařská, 276 01 Mělník",50.3605843,14.4663106
"Dukelská, 293 01 Mladá Boleslav",50.4137028,14.9114835
"Jiřího Šotky 1198, 271 01 Nové Strašecí",50.1562508,13.9066222
"Za bažantnicí, 290 01 Poděbrady",50.144167,15.1452245
"Tuřany-Byseň 1, 273 79 Tuřany",50.2267633,14.0370626
"Svojšovice 27, 251 63 Strančice",49.9543851,14.6627275
"Průmyslová 1888, 258 01 Vlašim",49.6988201,14.9064325
"Rudolfovská 170, 370 01 České Budějovice",48.985194,14.5160647
"Letkov, 315 03 Plzeň - Božkov",,
"Jateční tř., 301 62 Plzeň",,
"Tyršova ulice, 544 01 Dvůr Králové",,
"Pardubická ul., 500 04 Hradec Králové",,
"Bratří Štefanů 986, 500 03 Hradec Králové",50.2207341,15.8763702
"Správčice u Hradce Králové, 503 02 Předměřice nad Labem",,
"Langiewiczova, 551 02 Jaroměř - Josefov",50.3461413,15.9325426
"Areál LTM 117, 543 61 Vrchlabí – Kunčice nad Labem",,
"Londýnská-Růžodol, 460 11 Liberec",50.7804873,15.0298021
"betonárna Ohrazenice, 511 01 Ohrazenice, okres Semily",,
"Benešovská, 405 01 Děčín",50.7779004,14.2215899
"Areál Válcoven trub, 430 03 Chomutov",,
"Prosmycká, 410 02 Lovosice - Prosmyky",50.5167657,14.0935554
"Lesní Brána, 415 01 Teplice",50.6508931,13.8072637
"Drážďanská 832/74, 400 07 Ústí nad Labem",50.6644952,14.0717223
"Jihlavská 1126, 580 01 Havlíčkův Brod",49.5919133,15.5801349
"Pávov, P.O.Box 42, 586 02 Jihlava",,
"Průmyslová 233, 674 01 Třebíč",49.2092298,15.898632
"Karlov 169, 594 01 Velké Meziříčí",49.3474907,16.031419
"Jihlavská 1007, 591 01 Ždár nad Sázavou",49.5553341,15.947393
"Masná 110, 602 00 Brno",49.1821811,16.6259895
"Hraniční ul., 691 41 Břeclav - Poštorná",,
"Lužická, 695 01 Hodonín",48.8437878,17.0936722
"Jiráskova 13, 692 01 Mikulov",48.7987895,16.6249852
"Dobšická 17 (areál VHS Plus), 671 82 Znojmo",,
"areál štěrkovny CEMEX SAND, k.s., 783 32 Náklo",,
"Balcárkova 35, 779 00 Olomouc 10",,
"Pod Holubím vrchem, 788 13 Vikýřovice",49.9760419,16.9976897
"Osvobození 1127, 686 04 Kunovice",49.0292701,17.4685
"tř. Tomáše Bati 1764, 765 02 Otrokovice",49.2098575,17.5119713
"Vazová, 688 01 Uherský Brod",49.021198,17.6341634
"Sychrov, 766 01 Valašské Klobouky",49.1458021,17.9967553
"Hranická, P.O.Box 184, 757 01 Valašské Meziříčí",,
"Lhota u Vsetína 270, 755 01 Vsetín",49.3133409,17.9702583
"K Farmě 606, 763 14 Zlín - Štípa",49.2670051,17.7316863
"areál EDĚ, 735 71 Dětmarovice",,
"Na Zbytkách 83, 738 01 Staré Město",49.6537163,18.3755125
"Mariánskohorská 2123/92, 702 00 Ostrava-Mariánské Hory",49.8372625,18.2482648
"Těšínská 880, 739 34 Ostrava - Šenov",49.7908438,18.3983756
"Areál NKZ, 735 34 Stonava",,
"Frýdecká (areál TŽ) P.O.BOX 25, 739 61 Třinec",,
"Křičenského 473, 53303 DAŠICE V ČECHÁCH",50.0295176,15.9130071
"Sportovní 508, 54103 Trutnov",50.5772338,15.9537975
"Malešovská 669,  Žižkov, 28401 KUTNÁ HORA",49.9484381,15.2519877
"Dolní Roveň 325, 53371 DOLNÍ ROVEŇ",50.0280479,15.969534
"V Olšině 8, 54932 Velké Poříčí",50.4591425,16.1885875
"Polní 510, 37311 Ledenice",48.9342576,14.6148283
"Na Pískach 255, 28123 STARY KOLIN",50.0092874,15.2840146
"Šíchova 159, 28531 Nové Dvory",49.9699588,15.3284075
"Církvice 231, 28533 CIRKVICE",49.9470182,15.3268808
"J. Mařáka 4, 36001 Karlovy Vary",50.2062994,12.9211309
"Radomilická 1349, 38901 Vodňany",49.142413,14.1926693
"Chýnovská 2115, 39002 TABOR",49.4087826,14.6903288
"Chýnovská 2115, 39002 TÁBOR",49.4087826,14.6903288
"ul.5.května 310, 39901 MILEVSKO",49.476974,14.3421846
"Pod Nádražím 1248, 28601 Čáslav",49.9130835,15.4007898
"Čechova 798, 66451 Šlapanice",49.164899,16.7242307
"76, 28401 Miskovice",49.9394844,15.2647023
"18, 35301 Trstěnice",49.9610519,12.6874518
"33, 26101 Dubno",50.4031276,16.0781565
"Roľnícka 474/26, 031 05 Liptovský Mikuláš",49.0992052,19.588073
"Nádražní 252, 53842 RONOV NAD DOUBRAVOU",49.8946538,15.5330638
"42, 58273 Nová Ves u Chotěboře",49.7543904,15.6483938
"Svatokřížská 463, 53842 RONOV NAD DOUBRAVOU",49.8853049,15.5318567
"Nádražní 108, 36221 NEJDEK",50.3200575,12.7310573
"POLICANY 42, 28401 KUTNA HORA",49.9262846,15.2583853
"Na belisti 72/16, 28601 Čáslav",49.9118119,15.3820898
"K Sokolovně 184, 28401 KUTNÁ HORA",49.9705503,15.3043675
"Pod Tratí, 58263 Ždírec nad Doubravou",49.6998872,15.7991435
"Příční 102, 36263 Dalovice",50.2496922,12.894712
"Nádražní 2, 67820 BLANSKO",49.3534927,16.6506964
"nám. Jana Žižky z Trocnova 74, 28601 Čáslav",49.9106706,15.3921167
"Jiřího Wolkera 416/1, 68201 VYŠKOV",49.2758698,16.9921998
"Buková 2544, 13000 Praha",50.0894354,14.4949262
"Církvice 57, 28533 Církvice",49.9470182,15.3268808
"Říční 1080, 500 02 HRADEC KRÁLOVÉ",50.2182849,15.8244649
"Letecká 1, 79601 Prostějov",49.4614613,17.1294268
"247, 28401 Kutná Hora",49.9486561,15.2681123
"Českých bratří 302, 56601 VYSOKÉ MÝTO",49.9531134,16.1693699
"Karlov 197, 28449 Kutna Hora",49.9383367,15.2789105
"Hálkova 781, 37004 České Budějovice",48.9865681,14.4694094
"Chvalšinská 242, 381 01 Český Krumlov",48.8179112,14.3061081
"U Vodárny 1506, 39782 Písek",49.3048964,14.1336183
"Jiráskovo Předměstí  635, 377 01 Jindřichuv Hradec",49.1313335,15.0132504
"Nebahovská 956, 37004 Prachatice",49.0139363,14.0048624
"U nádraží 984, 386 01 Strakonice",49.257378,13.9188146
"Dělnická 176 areál P-servis, 380 01 Dačice",,
"U Vodárny 1506, Areál JITEX budova č.14 - dílny ČSAD, 39782 Písek",49.3025935,14.1552344
"Jiráskovo Předměstí  935, 377 01 Jindřichuv Hradec",49.1302788,15.0140555
"Rotavská 2656/25b, 15500 PRAHA 5 STODŮLKY",50.0440752,14.3187658
"Brněnská 3883, 69501 Hodonín",48.8723901,17.1171625
"Břeclavská 712/50, 69159 Kostice",48.7463719,16.9261401
"Nádražní 316, 66701 Židlochovice",49.0289118,16.616519
"Boršovská 2228/5, 69734 Kyjov",49.020293,17.1236164
"Nádražní 316, 667 01 Židlochovice",49.0289118,16.616519
"České mládeže 594/33, 46006 LIBEREC 6 - Rochlice",50.7522213,15.0613753
"Železničářů 885, 27201 Kladno",50.1298742,14.1035477
"Střítežská 271, 57201 Polička",49.718352,16.2555321
"Nám.Smiřických 16, 28163 KOSTELEC NAD ČERNÝMI LESY",49.9943626,14.8628863
"Červený Mlýn 1538, 66601 Tišnov",49.3429346,16.418673
"Vídeňská 1513( vlevo od Apexu), 691 23 Pohořelice",,
"Šumická 2517, 68801 Uherský Brod",49.0235033,17.6595241
"Malinovského 874, 68619 Uherské Hradiště",49.059575,17.4661638
"Klostermanova 516, 56401 Žamberk",50.0770617,16.4466802
"546, 53303 Dašice",50.0291945,15.913627
"Víta Nejedlého 634, 53701 Chrudim",49.9442801,15.7928838
"Jirchářská 1483, 51741 Kostelec nad Orlicí",50.1211551,16.20857
"44, 28002 Libenice",50.0330708,15.1905655
"Veľké Bierovce 266, 913 11 Veľké Bierovce",48.8532175,17.9655729
"Ku ptaku 387, 28401 KUTNÁ HORA",49.9540428,15.2565949
"Kočín 68, 922 04 Kočín - Lančár",48.6020618,17.6592082
"16, 53843 BISKUPICE",50.9486977,18.4750645
"Revoluční 411, 54232 Upice",50.5132263,16.0121363
"Hradešínská 1102, 10100 Praha",50.0732533,14.4498971
"Nové Dvorý, 28531 Nový Dvory",47.9764585,18.2528046
"217, 67976 Drnovice",49.4681048,16.541151
"Sebranice u Boskovic, 67976 Sebranice 197",49.4689215,16.5380044
"Spojovací 120, 50311 Hradec Králové",50.220429,15.7800064
"Vocelova 394, 28561 Kutná Hora",49.9518978,15.2695886
"Lázeňská 132, 56301 Lanškroun",49.9077324,16.6141139
"Pod nadražím, 28601 Čáslav",49.9143476,15.4016982
"Na Bělišti 179, 28601 CASLAV",49.911259,15.3847655
"Kysucká cesta I.577, 023 54 Turzovka",,
"K dílnám 582, 28002 KOLÍN IV",50.0330708,15.1905655
"Dvouletky 405/26, 10000 Praha",50.0757522,14.5012941
"93, 28601 Bílé Podolí",49.8887541,15.3852095
"Josefodolská, 58291 SVĚTLÁ NAD SÁZAVOU",49.6716092,15.4127853
"72, 37007 Vidov",48.925615,14.4760377
"Čáslavská 1158, 53701 Chrudim",49.9522658,15.7860419
"Vrbí 630, 56401 Žamberk",50.0893836,16.4652897
"Starohradská 407, 57201 Polička",49.7162675,16.2516738
"Regnerova 1122, 54232 Úpice",50.5073535,16.0207411
"67, 38232 Mirkovice",48.8211538,14.4340744
"27, 53944 Krouna",49.8165833,16.106746
"Smekalova 871, 53821 SLATIŇANY",49.9239002,15.8027892
"Vlčnov 2, 537 01 Chrudim - Vlčnov",,
"Vlčnov 2 - druhý závoz, 537 01 Chrudim - Vlčnov",,
"Parkoviště U stadionu, 56802 Svitavy",49.7571272,16.4706484
"Kunčice 4, 56151 Letohrad",50.0134663,16.5345075
28576 Chotusice,49.9493549,15.3944503
" Anenská 349, 261 01 Příbram",49.6888109,13.99855
"89, 36273 Vojkovice",50.3019985,13.0155974
"Opletalova 79, 56301 Lanškroun",49.9141746,16.6109757
"V Lomech 715, 32300 Plzeň",49.772164,13.3610654
"Pod Nádražím 1206/4, 28401 Čáslav",49.9133207,15.4014189
"Sedlecka 72, 36010 Karlovy Vary",50.2415041,12.8635364
"Za vodárnou 1700/28, 18200 Praha",50.1258098,14.4733916
"Močovice 35, 28601 ČÁSLAV",49.8887541,15.3852095
"Husova 269, 28561 Žleby",49.8900063,15.4888813
"NA RYNKU 9, 28125 KONAROVICE",50.0403937,15.2873396
"U půjčovny 953, 11000 Praha",50.083938,14.4309327
"Potoční 1693, 28601 Čáslav",49.9202184,15.3870426
"Jesenského 68, 943 01 Štúrovo",47.7939171,18.7228715
"Pod Vinicí 84, 47127 Stráž pod Ralskem",50.6973588,14.7786537
"Starý Máteřov 450, 530 02 Starý Máteřov",50.0067413,15.7130814
"Na Kocandě 31, 412 01 Litoměřice",50.5348102,14.1443574
"Záhumní 457/4, 62400 Brno",49.2206382,16.5531838
"Vídeňská 38/116, 61900 Brno",49.1428193,16.5994367
"342, 56163 Nekoř",50.0621017,16.5474725
"Bražecká 97, 54701 NÁCHOD",50.3973988,16.1552875
"Kladská 1082, 50003 Hradec Králové",50.2240904,15.8764808
"Mikulášská 896, 79401 Krnov",50.0893138,17.6925138
"Laurinova 48, 29301 Mladá Boleslav",50.4201738,14.9023475
"170, 28501 Miskovice",49.9459487,15.2047338
"Škultétyho 1, 831 03 Bratislava - mestská časť Nové Mesto",,
"Košovská Cesta 23, 97101 Prievidza",48.7628611,18.6186551
"Kpt. Nalepku 604/11, 97242 Lehota pod Vtáčnikom",48.6963052,18.6042358
"Polní Voděrady 6, 28002 KOLÍN II",50.0330708,15.1905655
"Chynovska 2115, 39022 Tábor",49.4087826,14.6903288
"Dukelských hrdinů 101, 56301 Lanškroun",49.909588,16.6191749
"Jateční 862/32, 301 00 Plzeň",49.7575307,13.406521
"Stará Lomnice 812, 51251 Lomnice nad Popelkou",50.5392411,15.3648187
"5. Května 143, 58282 GOLČŮV JENÍKOV",49.8147625,15.477315
"Lednica 233, 020 63 Lednica",49.1098783,18.2134792
"Kukučínova 701, 019 01 Ilava",48.9993508,18.2393325
"419, 68303 Luleč",49.2537784,16.9275043
"Hrnčířská 224, 28445 KUTNÁ HORA",49.9557871,15.2882756
"Dlouhý 73, 51301 Záhoří",50.6246557,15.2581213
"16, 51301 Záhoří",50.6192899,15.3448455
"U velkého rybníka 33, 30100 Plzeň",49.7718471,13.3952339
"Šardice 772, 69613 Šardice",48.9684768,17.0216944
"Vajnorská 127, 831 03 Bratislava",48.1782788,17.1489334
"Borzagoš 59, 95131 Močenok",48.2198776,17.9400767
"A. Hlinku 483/7, 95131 Močenok",50.3216577,12.1656629
"Vinohradská 1285/80, 61800 BRNO",49.1721149,16.6459069
"Nádražní 218, 67963 VELKÉ OPATOVICE",49.6095,16.6955938
"Novodvorská 159, 39701 Písek",49.277197,14.1610674
"Smrkovice 201, 39701 Písek",49.2642732,14.1618493
"U Lihovaru 522, 67921 Černá Hora",49.4196263,16.5818238
"Sokolovská 42/217, 19000 Vysočany  PRAHA 9",50.1103849,14.4987558
"Nad Vršovskou horou 80/1a, 10100 PRAHA 10 -MICHLE",50.0624382,14.4728025
"Sportovní čp.656/1, 36009 KARLOVY VARY",50.2330492,12.8808408
"Vilová 8, 46171 LIBEREC III",48.8345829,14.3288599
"Mrštíkova 3, 46171 LIBEREC III",48.8345829,14.3288599
"tř. Budovatelů 1395/23, 43401 MOST",50.4902848,13.636085
"Hudcova 74, 62100 BRNO MEDLÁNKY",49.2387232,16.5769065
"Svitavská 4, 61400 BRNO HUSOVICE",49.2075353,16.6305266
"Hviezdoslavova 1a, 62700 BRNO SLATINA",49.1834944,16.6726104
"Jundrovská 57, 62400 BRNO KOMÍN",49.214242,16.5591972
"Novohradská 738/40, 37033 ČESKÉ BUDĚJOVICE",48.9628139,14.4878514
"Horní, 37033 ČESKÉ BUDĚJOVICE",48.9933119,14.4834129
"Pouchovská 153, 50003 HRADEC KRÁLOVÉ 3",50.2248819,15.8645123
"Pouchovská 153/A, 50003 HRADEC KRÁLOVÉ 3",50.2248819,15.8645123
"Brtnicka čp. 1002/23, 58601 JIHLAVA",49.4023989,15.5852066
"S.H.Vajanského 1, 3601 Martin",49.1119602,18.9255958
"Flámska 1, 3601 Martin",49.0428167,18.9118115
"Koželužská 563/1, 77110 OLOMOUC",49.5967665,17.2543104
"Koželužská 563/1, 77900 OLOMOUC 9",49.5946747,17.2747918
"Teplého 2141, 53220 PARDUBICE",50.0271909,15.7565802
"Masarykova 58, 40010 ÚSTÍ n/ LABEM - VŠEBOŘICE",50.6859626,13.9901842
"Jateční 426/69, 40019 ÚSTÍ n/ LABEM - PŘEDLICE",49.9149933,18.5743132
"Jateční 426, 40019 ÚSTÍ n/ LABEM - PŘEDLICE",49.9149933,18.5743132
"Revoluční  26, 40111 ÚSTÍ  NAD  LABEM",50.6596916,14.0371979
"U Vozovny 1115/3, 70800 OSTRAVA - PORUBA",49.8348395,18.1754552
"Křivá 147/46, 70200 OSTRAVA-MORAVSKÁ OSTRAVA",49.8416138,18.276685
"Ulice Počáteční 1962/36, 71000 OSTRAVA - SLEZSKÁ",49.8389092,18.3158087
"Ulice Slavíkova  6229/27a, 70800 OSTRAVA - PORUBA",49.8325765,18.169859
"Ulice Martinovská 3293/40, 72300 OSTRAVA - MARTINOV",49.8522671,18.1820547
"Ulice Martinovská 3244/42, 72300 OSTRAVA - MARTINOV",49.8522671,18.1820547
"Sokolská 64, 70200 OSTRAVA",49.848729,18.2833156
"Podvesná XVII 3833, 76092 ZLÍN",49.2270563,17.6929488
"Olejkárska 1, 81452 Bratislava - mestská časť Staré Mesto",48.1419875,17.121912
"Rožňavská 19, 83105 Bratislava",48.1755299,17.1641275
"Vajnorská 124, 83104 Bratislava - Hlavný sklad Trnávka",48.7126396,16.8685178
"Kremnička 53, 974 05 Banská Bystrica 5",,
"Bardejovská 7, 8006 Ľubotice",49.0118672,21.2598968
"Kvačalova 2, 1140 Žilina",49.2228442,18.7189197
"Košická 2, 011 56 Žilina",49.2191072,18.7563552
"Nádražní 139, 50351 Chlumec nad Cidlinou",50.1615651,15.4603138
"Barvirske náměstí 87, 55001 Broumov",50.585943,16.3363214
"čp. 25, 28504 Onomyšl",49.8779876,15.0656465
"Golčův Jeníkov, 58282 5.května 695",49.8053145,15.4783436
"Miřetice 172, 53955 Miřetice",49.8312249,15.8843759
28601 ČÁSLAV,49.9109171,15.3913205
28601 CASLAV,49.9109171,15.3913205
"Boženy Němcové 855, 54232 Úpice",50.5126488,16.0088263
11000 ZILINA,50.0998701,14.0057496
"Chrudimská 1657, 53501 Přelouč",50.0324318,15.5786854
"Vlašimská 130, 28522 Zruč nad Sázavou",49.740609,15.0998949
"Kasanice 29, 28522 ZRUČ NAD SÁZAVOU",49.7573419,15.1204762
